sample_id,formula,reduced_formula,anonymous_formula,element_set,n_unique_elements,elements_json,element_counts_json,n_sites,target
16337,K1 La1 N3,KLaN3,ABC3,K-La-N,3,"[""K"", ""La"", ""N""]","{""K"": 1.0, ""La"": 1.0, ""N"": 3.0}",5,2.32
16338,Sc1 Mn1 N1 O1 F1,ScMnNOF,ABCDE,F-Mn-N-O-Sc,5,"[""F"", ""Mn"", ""N"", ""O"", ""Sc""]","{""F"": 1.0, ""Mn"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Sc"": 1.0}",5,1.08
16339,Ba1 Ta1 N1 O2,BaTaNO2,ABCD2,Ba-N-O-Ta,4,"[""Ba"", ""N"", ""O"", ""Ta""]","{""Ba"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Ta"": 1.0}",5,1.9
16340,Zn1 Rh1 N1 O1 F1,ZnRhNOF,ABCDE,F-N-O-Rh-Zn,5,"[""F"", ""N"", ""O"", ""Rh"", ""Zn""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Rh"": 1.0, ""Zn"": 1.0}",5,1.8
16341,Y1 Nb1 O3,YNbO3,ABC3,Nb-O-Y,3,"[""Nb"", ""O"", ""Y""]","{""Nb"": 1.0, ""O"": 3.0, ""Y"": 1.0}",5,0.8
16342,Zn1 Ni1 N1 O1 F1,ZnNiNOF,ABCDE,F-N-Ni-O-Zn,5,"[""F"", ""N"", ""Ni"", ""O"", ""Zn""]","{""F"": 1.0, ""N"": 1.0, ""Ni"": 1.0, ""O"": 1.0, ""Zn"": 1.0}",5,1.72
16343,Y1 Re1 S1 O2,YReSO2,ABCD2,O-Re-S-Y,4,"[""O"", ""Re"", ""S"", ""Y""]","{""O"": 2.0, ""Re"": 1.0, ""S"": 1.0, ""Y"": 1.0}",5,0.9
16344,Hg1 Os1 S1 O2,HgOsSO2,ABCD2,Hg-O-Os-S,4,"[""Hg"", ""O"", ""Os"", ""S""]","{""Hg"": 1.0, ""O"": 2.0, ""Os"": 1.0, ""S"": 1.0}",5,1.1
16345,Li1 W1 N1 O1 F1,LiWNOF,ABCDE,F-Li-N-O-W,5,"[""F"", ""Li"", ""N"", ""O"", ""W""]","{""F"": 1.0, ""Li"": 1.0, ""N"": 1.0, ""O"": 1.0, ""W"": 1.0}",5,1.9
16346,Zr1 Re1 N1 O1 F1,ZrReNOF,ABCDE,F-N-O-Re-Zr,5,"[""F"", ""N"", ""O"", ""Re"", ""Zr""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Re"": 1.0, ""Zr"": 1.0}",5,1.36
16347,In1 Mo1 N1 O2,InMoNO2,ABCD2,In-Mo-N-O,4,"[""In"", ""Mo"", ""N"", ""O""]","{""In"": 1.0, ""Mo"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.12
16348,Ta1 Tl1 O2 F1,TaTlO2F,ABCD2,F-O-Ta-Tl,4,"[""F"", ""O"", ""Ta"", ""Tl""]","{""F"": 1.0, ""O"": 2.0, ""Ta"": 1.0, ""Tl"": 1.0}",5,0.0
16349,Mn1 Os1 N2 O1,MnOsN2O,ABCD2,Mn-N-O-Os,4,"[""Mn"", ""N"", ""O"", ""Os""]","{""Mn"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Os"": 1.0}",5,1.38
16350,Ca1 Hf1 N1 O2,CaHfNO2,ABCD2,Ca-Hf-N-O,4,"[""Ca"", ""Hf"", ""N"", ""O""]","{""Ca"": 1.0, ""Hf"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,0.42
16351,Ca1 Ta1 N1 O2,CaTaNO2,ABCD2,Ca-N-O-Ta,4,"[""Ca"", ""N"", ""O"", ""Ta""]","{""Ca"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Ta"": 1.0}",5,1.44
16352,Cr2 N1 O2,Cr2NO2,AB2C2,Cr-N-O,3,"[""Cr"", ""N"", ""O""]","{""Cr"": 2.0, ""N"": 1.0, ""O"": 2.0}",5,0.66
16353,Cr1 Co1 N2 O1,CrCoN2O,ABCD2,Co-Cr-N-O,4,"[""Co"", ""Cr"", ""N"", ""O""]","{""Co"": 1.0, ""Cr"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.1
16354,Ti1 Ge1 N1 O2,TiGeNO2,ABCD2,Ge-N-O-Ti,4,"[""Ge"", ""N"", ""O"", ""Ti""]","{""Ge"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Ti"": 1.0}",5,0.58
16355,Ta1 Pd1 N3,TaPdN3,ABC3,N-Pd-Ta,3,"[""N"", ""Pd"", ""Ta""]","{""N"": 3.0, ""Pd"": 1.0, ""Ta"": 1.0}",5,1.58
16356,Rh2 S1 O2,Rh2SO2,AB2C2,O-Rh-S,3,"[""O"", ""Rh"", ""S""]","{""O"": 2.0, ""Rh"": 2.0, ""S"": 1.0}",5,1.32
16357,Ta1 Ti1 O3,TaTiO3,ABC3,O-Ta-Ti,3,"[""O"", ""Ta"", ""Ti""]","{""O"": 3.0, ""Ta"": 1.0, ""Ti"": 1.0}",5,0.54
16358,Mg1 Ta1 N3,MgTaN3,ABC3,Mg-N-Ta,3,"[""Mg"", ""N"", ""Ta""]","{""Mg"": 1.0, ""N"": 3.0, ""Ta"": 1.0}",5,1.16
16359,Li1 In1 O2 F1,LiInO2F,ABCD2,F-In-Li-O,4,"[""F"", ""In"", ""Li"", ""O""]","{""F"": 1.0, ""In"": 1.0, ""Li"": 1.0, ""O"": 2.0}",5,0.86
16360,Ba1 W1 N3,BaWN3,ABC3,Ba-N-W,3,"[""Ba"", ""N"", ""W""]","{""Ba"": 1.0, ""N"": 3.0, ""W"": 1.0}",5,3.74
16361,Rb1 Ag1 O3,RbAgO3,ABC3,Ag-O-Rb,3,"[""Ag"", ""O"", ""Rb""]","{""Ag"": 1.0, ""O"": 3.0, ""Rb"": 1.0}",5,2.7
16362,Ba1 In1 S1 O2,BaInSO2,ABCD2,Ba-In-O-S,4,"[""Ba"", ""In"", ""O"", ""S""]","{""Ba"": 1.0, ""In"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.64
16363,B1 Os1 O2 F1,BOsO2F,ABCD2,B-F-O-Os,4,"[""B"", ""F"", ""O"", ""Os""]","{""B"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Os"": 1.0}",5,2.34
16364,Sr1 Ga1 O2 F1,SrGaO2F,ABCD2,F-Ga-O-Sr,4,"[""F"", ""Ga"", ""O"", ""Sr""]","{""F"": 1.0, ""Ga"": 1.0, ""O"": 2.0, ""Sr"": 1.0}",5,0.18
16365,Li1 Cd1 O2 F1,LiCdO2F,ABCD2,Cd-F-Li-O,4,"[""Cd"", ""F"", ""Li"", ""O""]","{""Cd"": 1.0, ""F"": 1.0, ""Li"": 1.0, ""O"": 2.0}",5,1.36
16366,Cu1 Sn1 S1 O2,CuSnSO2,ABCD2,Cu-O-S-Sn,4,"[""Cu"", ""O"", ""S"", ""Sn""]","{""Cu"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sn"": 1.0}",5,0.82
16367,Ba1 Li1 N2 O1,BaLiN2O,ABCD2,Ba-Li-N-O,4,"[""Ba"", ""Li"", ""N"", ""O""]","{""Ba"": 1.0, ""Li"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,3.04
16368,Ni1 Bi1 N1 O1 F1,NiBiNOF,ABCDE,Bi-F-N-Ni-O,5,"[""Bi"", ""F"", ""N"", ""Ni"", ""O""]","{""Bi"": 1.0, ""F"": 1.0, ""N"": 1.0, ""Ni"": 1.0, ""O"": 1.0}",5,0.9
16369,Ca1 Ir1 O3,CaIrO3,ABC3,Ca-Ir-O,3,"[""Ca"", ""Ir"", ""O""]","{""Ca"": 1.0, ""Ir"": 1.0, ""O"": 3.0}",5,0.82
16370,Rb1 Cu1 N2 O1,RbCuN2O,ABCD2,Cu-N-O-Rb,4,"[""Cu"", ""N"", ""O"", ""Rb""]","{""Cu"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Rb"": 1.0}",5,2.34
16371,Li1 Hg1 O3,LiHgO3,ABC3,Hg-Li-O,3,"[""Hg"", ""Li"", ""O""]","{""Hg"": 1.0, ""Li"": 1.0, ""O"": 3.0}",5,1.86
16372,Zr1 Cd1 N2 O1,ZrCdN2O,ABCD2,Cd-N-O-Zr,4,"[""Cd"", ""N"", ""O"", ""Zr""]","{""Cd"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Zr"": 1.0}",5,1.66
16373,Al1 Ge1 O3,AlGeO3,ABC3,Al-Ge-O,3,"[""Al"", ""Ge"", ""O""]","{""Al"": 1.0, ""Ge"": 1.0, ""O"": 3.0}",5,0.76
16374,Al1 Hg1 N1 O2,AlHgNO2,ABCD2,Al-Hg-N-O,4,"[""Al"", ""Hg"", ""N"", ""O""]","{""Al"": 1.0, ""Hg"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.32
16375,Na1 Ag1 S1 O2,NaAgSO2,ABCD2,Ag-Na-O-S,4,"[""Ag"", ""Na"", ""O"", ""S""]","{""Ag"": 1.0, ""Na"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.58
16376,Zn1 Os1 O2 F1,ZnOsO2F,ABCD2,F-O-Os-Zn,4,"[""F"", ""O"", ""Os"", ""Zn""]","{""F"": 1.0, ""O"": 2.0, ""Os"": 1.0, ""Zn"": 1.0}",5,1.26
16377,Hg1 Ge1 N1 O2,HgGeNO2,ABCD2,Ge-Hg-N-O,4,"[""Ge"", ""Hg"", ""N"", ""O""]","{""Ge"": 1.0, ""Hg"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,2.12
16378,Li1 Ca1 N2 O1,LiCaN2O,ABCD2,Ca-Li-N-O,4,"[""Ca"", ""Li"", ""N"", ""O""]","{""Ca"": 1.0, ""Li"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,2.82
16379,Ba1 V1 N3,BaVN3,ABC3,Ba-N-V,3,"[""Ba"", ""N"", ""V""]","{""Ba"": 1.0, ""N"": 3.0, ""V"": 1.0}",5,3.28
16380,Ag1 Ru1 N2 O1,AgRuN2O,ABCD2,Ag-N-O-Ru,4,"[""Ag"", ""N"", ""O"", ""Ru""]","{""Ag"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Ru"": 1.0}",5,1.5
16381,Ag1 Rh1 N1 O2,AgRhNO2,ABCD2,Ag-N-O-Rh,4,"[""Ag"", ""N"", ""O"", ""Rh""]","{""Ag"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Rh"": 1.0}",5,1.64
16382,Ta1 Fe1 S1 O2,TaFeSO2,ABCD2,Fe-O-S-Ta,4,"[""Fe"", ""O"", ""S"", ""Ta""]","{""Fe"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Ta"": 1.0}",5,0.58
16383,Mn1 Rh1 N1 O2,MnRhNO2,ABCD2,Mn-N-O-Rh,4,"[""Mn"", ""N"", ""O"", ""Rh""]","{""Mn"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Rh"": 1.0}",5,1.12
16384,Mn1 Ru1 N2 O1,MnRuN2O,ABCD2,Mn-N-O-Ru,4,"[""Mn"", ""N"", ""O"", ""Ru""]","{""Mn"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Ru"": 1.0}",5,1.48
16385,Li1 Rh1 N3,LiRhN3,ABC3,Li-N-Rh,3,"[""Li"", ""N"", ""Rh""]","{""Li"": 1.0, ""N"": 3.0, ""Rh"": 1.0}",5,2.26
16386,Li1 Hf1 O3,LiHfO3,ABC3,Hf-Li-O,3,"[""Hf"", ""Li"", ""O""]","{""Hf"": 1.0, ""Li"": 1.0, ""O"": 3.0}",5,1.24
16387,Cu1 Ge1 O3,CuGeO3,ABC3,Cu-Ge-O,3,"[""Cu"", ""Ge"", ""O""]","{""Cu"": 1.0, ""Ge"": 1.0, ""O"": 3.0}",5,0.94
16388,Ga1 Os1 O2 F1,GaOsO2F,ABCD2,F-Ga-O-Os,4,"[""F"", ""Ga"", ""O"", ""Os""]","{""F"": 1.0, ""Ga"": 1.0, ""O"": 2.0, ""Os"": 1.0}",5,1.54
16389,Ta1 Cu1 O3,TaCuO3,ABC3,Cu-O-Ta,3,"[""Cu"", ""O"", ""Ta""]","{""Cu"": 1.0, ""O"": 3.0, ""Ta"": 1.0}",5,1.62
16390,Zr1 Te1 O2 F1,ZrTeO2F,ABCD2,F-O-Te-Zr,4,"[""F"", ""O"", ""Te"", ""Zr""]","{""F"": 1.0, ""O"": 2.0, ""Te"": 1.0, ""Zr"": 1.0}",5,1.42
16391,Sc1 Ga1 S1 O2,ScGaSO2,ABCD2,Ga-O-S-Sc,4,"[""Ga"", ""O"", ""S"", ""Sc""]","{""Ga"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sc"": 1.0}",5,1.32
16392,Ba1 In1 O3,BaInO3,ABC3,Ba-In-O,3,"[""Ba"", ""In"", ""O""]","{""Ba"": 1.0, ""In"": 1.0, ""O"": 3.0}",5,1.6
16393,Zr1 Al1 N3,ZrAlN3,ABC3,Al-N-Zr,3,"[""Al"", ""N"", ""Zr""]","{""Al"": 1.0, ""N"": 3.0, ""Zr"": 1.0}",5,1.3
16394,Mg1 Ni1 N1 O2,MgNiNO2,ABCD2,Mg-N-Ni-O,4,"[""Mg"", ""N"", ""Ni"", ""O""]","{""Mg"": 1.0, ""N"": 1.0, ""Ni"": 1.0, ""O"": 2.0}",5,2.06
16395,Cd1 Pd1 O2 F1,CdPdO2F,ABCD2,Cd-F-O-Pd,4,"[""Cd"", ""F"", ""O"", ""Pd""]","{""Cd"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Pd"": 1.0}",5,1.58
16396,Y1 B1 O2 F1,YBO2F,ABCD2,B-F-O-Y,4,"[""B"", ""F"", ""O"", ""Y""]","{""B"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Y"": 1.0}",5,2.0
16397,Zr1 Si1 N1 O2,ZrSiNO2,ABCD2,N-O-Si-Zr,4,"[""N"", ""O"", ""Si"", ""Zr""]","{""N"": 1.0, ""O"": 2.0, ""Si"": 1.0, ""Zr"": 1.0}",5,0.76
16398,Si1 B1 N1 O1 F1,SiBNOF,ABCDE,B-F-N-O-Si,5,"[""B"", ""F"", ""N"", ""O"", ""Si""]","{""B"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Si"": 1.0}",5,1.58
16399,Na1 Y1 N3,NaYN3,ABC3,N-Na-Y,3,"[""N"", ""Na"", ""Y""]","{""N"": 3.0, ""Na"": 1.0, ""Y"": 1.0}",5,2.2
16400,Zn1 B1 S1 O2,ZnBSO2,ABCD2,B-O-S-Zn,4,"[""B"", ""O"", ""S"", ""Zn""]","{""B"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Zn"": 1.0}",5,1.96
16401,Fe1 Ru1 O2 F1,FeRuO2F,ABCD2,F-Fe-O-Ru,4,"[""F"", ""Fe"", ""O"", ""Ru""]","{""F"": 1.0, ""Fe"": 1.0, ""O"": 2.0, ""Ru"": 1.0}",5,1.14
16402,Hg1 Pt1 N2 O1,HgPtN2O,ABCD2,Hg-N-O-Pt,4,"[""Hg"", ""N"", ""O"", ""Pt""]","{""Hg"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Pt"": 1.0}",5,2.0
16403,Cs1 Ru1 O3,CsRuO3,ABC3,Cs-O-Ru,3,"[""Cs"", ""O"", ""Ru""]","{""Cs"": 1.0, ""O"": 3.0, ""Ru"": 1.0}",5,0.84
16404,Li1 Ir1 N2 O1,LiIrN2O,ABCD2,Ir-Li-N-O,4,"[""Ir"", ""Li"", ""N"", ""O""]","{""Ir"": 1.0, ""Li"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,2.98
16405,Bi1 B1 N2 O1,BiBN2O,ABCD2,B-Bi-N-O,4,"[""B"", ""Bi"", ""N"", ""O""]","{""B"": 1.0, ""Bi"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.62
16406,Ni1 Rh1 O3,NiRhO3,ABC3,Ni-O-Rh,3,"[""Ni"", ""O"", ""Rh""]","{""Ni"": 1.0, ""O"": 3.0, ""Rh"": 1.0}",5,1.74
16407,Zn1 Rh1 N1 O1 F1,ZnRhNOF,ABCDE,F-N-O-Rh-Zn,5,"[""F"", ""N"", ""O"", ""Rh"", ""Zn""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Rh"": 1.0, ""Zn"": 1.0}",5,1.44
16408,Pd1 Ru1 N2 O1,PdRuN2O,ABCD2,N-O-Pd-Ru,4,"[""N"", ""O"", ""Pd"", ""Ru""]","{""N"": 2.0, ""O"": 1.0, ""Pd"": 1.0, ""Ru"": 1.0}",5,1.86
16409,Ta1 Nb1 N2 O1,TaNbN2O,ABCD2,N-Nb-O-Ta,4,"[""N"", ""Nb"", ""O"", ""Ta""]","{""N"": 2.0, ""Nb"": 1.0, ""O"": 1.0, ""Ta"": 1.0}",5,0.56
16410,Te1 Pd1 N2 O1,TePdN2O,ABCD2,N-O-Pd-Te,4,"[""N"", ""O"", ""Pd"", ""Te""]","{""N"": 2.0, ""O"": 1.0, ""Pd"": 1.0, ""Te"": 1.0}",5,1.32
16411,Sr1 Mg1 O3,SrMgO3,ABC3,Mg-O-Sr,3,"[""Mg"", ""O"", ""Sr""]","{""Mg"": 1.0, ""O"": 3.0, ""Sr"": 1.0}",5,1.82
16412,Al1 Sn1 N1 O1 F1,AlSnNOF,ABCDE,Al-F-N-O-Sn,5,"[""Al"", ""F"", ""N"", ""O"", ""Sn""]","{""Al"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Sn"": 1.0}",5,0.72
16413,Ga1 Pb1 N1 O2,GaPbNO2,ABCD2,Ga-N-O-Pb,4,"[""Ga"", ""N"", ""O"", ""Pb""]","{""Ga"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Pb"": 1.0}",5,1.28
16414,Nb1 Ga1 S1 O2,NbGaSO2,ABCD2,Ga-Nb-O-S,4,"[""Ga"", ""Nb"", ""O"", ""S""]","{""Ga"": 1.0, ""Nb"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.98
16415,Sr1 Bi1 O2 F1,SrBiO2F,ABCD2,Bi-F-O-Sr,4,"[""Bi"", ""F"", ""O"", ""Sr""]","{""Bi"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Sr"": 1.0}",5,1.24
16416,Mg1 Sn1 O2 F1,MgSnO2F,ABCD2,F-Mg-O-Sn,4,"[""F"", ""Mg"", ""O"", ""Sn""]","{""F"": 1.0, ""Mg"": 1.0, ""O"": 2.0, ""Sn"": 1.0}",5,0.58
16417,Rb1 Re1 N2 O1,RbReN2O,ABCD2,N-O-Rb-Re,4,"[""N"", ""O"", ""Rb"", ""Re""]","{""N"": 2.0, ""O"": 1.0, ""Rb"": 1.0, ""Re"": 1.0}",5,1.0
16418,Cs1 Ga1 S1 O2,CsGaSO2,ABCD2,Cs-Ga-O-S,4,"[""Cs"", ""Ga"", ""O"", ""S""]","{""Cs"": 1.0, ""Ga"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,2.78
16419,Co1 W1 N1 O2,CoWNO2,ABCD2,Co-N-O-W,4,"[""Co"", ""N"", ""O"", ""W""]","{""Co"": 1.0, ""N"": 1.0, ""O"": 2.0, ""W"": 1.0}",5,0.78
16420,As2 O2 F1,As2O2F,AB2C2,As-F-O,3,"[""As"", ""F"", ""O""]","{""As"": 2.0, ""F"": 1.0, ""O"": 2.0}",5,1.0
16421,K1 Tl1 N2 O1,KTlN2O,ABCD2,K-N-O-Tl,4,"[""K"", ""N"", ""O"", ""Tl""]","{""K"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Tl"": 1.0}",5,2.6
16422,Tl1 V1 N1 O2,TlVNO2,ABCD2,N-O-Tl-V,4,"[""N"", ""O"", ""Tl"", ""V""]","{""N"": 1.0, ""O"": 2.0, ""Tl"": 1.0, ""V"": 1.0}",5,0.6
16423,Mn1 Pb1 N2 O1,MnPbN2O,ABCD2,Mn-N-O-Pb,4,"[""Mn"", ""N"", ""O"", ""Pb""]","{""Mn"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Pb"": 1.0}",5,1.0
16424,B1 Rh1 N1 O1 F1,BRhNOF,ABCDE,B-F-N-O-Rh,5,"[""B"", ""F"", ""N"", ""O"", ""Rh""]","{""B"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Rh"": 1.0}",5,2.6
16425,Sr1 Co1 N1 O2,SrCoNO2,ABCD2,Co-N-O-Sr,4,"[""Co"", ""N"", ""O"", ""Sr""]","{""Co"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Sr"": 1.0}",5,2.62
16426,Mg1 Rh1 N1 O2,MgRhNO2,ABCD2,Mg-N-O-Rh,4,"[""Mg"", ""N"", ""O"", ""Rh""]","{""Mg"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Rh"": 1.0}",5,2.04
16427,Zn2 S1 O2,Zn2SO2,AB2C2,O-S-Zn,3,"[""O"", ""S"", ""Zn""]","{""O"": 2.0, ""S"": 1.0, ""Zn"": 2.0}",5,0.96
16428,Ge1 Ru1 O2 F1,GeRuO2F,ABCD2,F-Ge-O-Ru,4,"[""F"", ""Ge"", ""O"", ""Ru""]","{""F"": 1.0, ""Ge"": 1.0, ""O"": 2.0, ""Ru"": 1.0}",5,1.14
16429,Be1 Ag1 N2 O1,BeAgN2O,ABCD2,Ag-Be-N-O,4,"[""Ag"", ""Be"", ""N"", ""O""]","{""Ag"": 1.0, ""Be"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,2.22
16430,Cr1 Ru1 O3,CrRuO3,ABC3,Cr-O-Ru,3,"[""Cr"", ""O"", ""Ru""]","{""Cr"": 1.0, ""O"": 3.0, ""Ru"": 1.0}",5,1.14
16431,Zr1 Al1 N2 O1,ZrAlN2O,ABCD2,Al-N-O-Zr,4,"[""Al"", ""N"", ""O"", ""Zr""]","{""Al"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Zr"": 1.0}",5,1.04
16432,Mn1 Be1 N2 O1,MnBeN2O,ABCD2,Be-Mn-N-O,4,"[""Be"", ""Mn"", ""N"", ""O""]","{""Be"": 1.0, ""Mn"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.6
16433,Ca2 N1 O1 F1,Ca2NOF,ABCD2,Ca-F-N-O,4,"[""Ca"", ""F"", ""N"", ""O""]","{""Ca"": 2.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.52
16434,Ti1 Pt1 N2 O1,TiPtN2O,ABCD2,N-O-Pt-Ti,4,"[""N"", ""O"", ""Pt"", ""Ti""]","{""N"": 2.0, ""O"": 1.0, ""Pt"": 1.0, ""Ti"": 1.0}",5,0.92
16435,Tl1 Zn1 N2 O1,TlZnN2O,ABCD2,N-O-Tl-Zn,4,"[""N"", ""O"", ""Tl"", ""Zn""]","{""N"": 2.0, ""O"": 1.0, ""Tl"": 1.0, ""Zn"": 1.0}",5,2.06
16436,Hf1 Ta1 N1 O1 F1,HfTaNOF,ABCDE,F-Hf-N-O-Ta,5,"[""F"", ""Hf"", ""N"", ""O"", ""Ta""]","{""F"": 1.0, ""Hf"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Ta"": 1.0}",5,1.52
16437,Al1 Ga1 N1 O2,AlGaNO2,ABCD2,Al-Ga-N-O,4,"[""Al"", ""Ga"", ""N"", ""O""]","{""Al"": 1.0, ""Ga"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.12
16438,Ni1 Ag1 O3,NiAgO3,ABC3,Ag-Ni-O,3,"[""Ag"", ""Ni"", ""O""]","{""Ag"": 1.0, ""Ni"": 1.0, ""O"": 3.0}",5,2.34
16439,Pt1 Rh1 N2 O1,PtRhN2O,ABCD2,N-O-Pt-Rh,4,"[""N"", ""O"", ""Pt"", ""Rh""]","{""N"": 2.0, ""O"": 1.0, ""Pt"": 1.0, ""Rh"": 1.0}",5,1.76
16440,Na1 Co1 N2 O1,NaCoN2O,ABCD2,Co-N-Na-O,4,"[""Co"", ""N"", ""Na"", ""O""]","{""Co"": 1.0, ""N"": 2.0, ""Na"": 1.0, ""O"": 1.0}",5,2.02
16441,Ge1 Pt1 S1 O2,GePtSO2,ABCD2,Ge-O-Pt-S,4,"[""Ge"", ""O"", ""Pt"", ""S""]","{""Ge"": 1.0, ""O"": 2.0, ""Pt"": 1.0, ""S"": 1.0}",5,0.94
16442,Li1 Nb1 N1 O2,LiNbNO2,ABCD2,Li-N-Nb-O,4,"[""Li"", ""N"", ""Nb"", ""O""]","{""Li"": 1.0, ""N"": 1.0, ""Nb"": 1.0, ""O"": 2.0}",5,0.32
16443,Cd1 Sn1 N3,CdSnN3,ABC3,Cd-N-Sn,3,"[""Cd"", ""N"", ""Sn""]","{""Cd"": 1.0, ""N"": 3.0, ""Sn"": 1.0}",5,1.76
16444,Rb1 Cr1 N1 O2,RbCrNO2,ABCD2,Cr-N-O-Rb,4,"[""Cr"", ""N"", ""O"", ""Rb""]","{""Cr"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Rb"": 1.0}",5,2.9
16445,Na1 Ca1 N3,NaCaN3,ABC3,Ca-N-Na,3,"[""Ca"", ""N"", ""Na""]","{""Ca"": 1.0, ""N"": 3.0, ""Na"": 1.0}",5,2.74
16446,Mn1 Al1 N3,MnAlN3,ABC3,Al-Mn-N,3,"[""Al"", ""Mn"", ""N""]","{""Al"": 1.0, ""Mn"": 1.0, ""N"": 3.0}",5,1.02
16447,La1 Cu1 N1 O2,LaCuNO2,ABCD2,Cu-La-N-O,4,"[""Cu"", ""La"", ""N"", ""O""]","{""Cu"": 1.0, ""La"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,2.06
16448,Cr1 As1 S1 O2,CrAsSO2,ABCD2,As-Cr-O-S,4,"[""As"", ""Cr"", ""O"", ""S""]","{""As"": 1.0, ""Cr"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.8
16449,Fe1 Si1 N3,FeSiN3,ABC3,Fe-N-Si,3,"[""Fe"", ""N"", ""Si""]","{""Fe"": 1.0, ""N"": 3.0, ""Si"": 1.0}",5,1.22
16450,Y1 Cr1 N1 O2,YCrNO2,ABCD2,Cr-N-O-Y,4,"[""Cr"", ""N"", ""O"", ""Y""]","{""Cr"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Y"": 1.0}",5,1.66
16451,Ba1 Si1 N1 O1 F1,BaSiNOF,ABCDE,Ba-F-N-O-Si,5,"[""Ba"", ""F"", ""N"", ""O"", ""Si""]","{""Ba"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Si"": 1.0}",5,2.72
16452,Li1 Pt1 N3,LiPtN3,ABC3,Li-N-Pt,3,"[""Li"", ""N"", ""Pt""]","{""Li"": 1.0, ""N"": 3.0, ""Pt"": 1.0}",5,3.08
16453,La1 Ir1 O3,LaIrO3,ABC3,Ir-La-O,3,"[""Ir"", ""La"", ""O""]","{""Ir"": 1.0, ""La"": 1.0, ""O"": 3.0}",5,1.5
16454,Sr1 La1 S1 O2,SrLaSO2,ABCD2,La-O-S-Sr,4,"[""La"", ""O"", ""S"", ""Sr""]","{""La"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sr"": 1.0}",5,1.28
16455,Bi1 Mo1 N1 O1 F1,BiMoNOF,ABCDE,Bi-F-Mo-N-O,5,"[""Bi"", ""F"", ""Mo"", ""N"", ""O""]","{""Bi"": 1.0, ""F"": 1.0, ""Mo"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.68
